"PK_ACTVTY";"FPK_NATURA";"SITECODE";"ACT_CODE";"DESCRIPT_FR";"IN_OUT";"INTENSITY";"INFLUENCE";"POLLUTION";"HABITATS";"ESPECES"
"10718";"2839";"FR7300928";"G05";"Autres intrusions et perturbations humaines";"I";"N";"x";;;
"10719";"2839";"FR7300928";"K01.01";"Erosion";"I";"N";"x";;;
"10720";"2839";"FR7300928";"K02";"Evolution biocénotique, succession végétale";"I";"N";"x";;;
"10721";"2839";"FR7300928";"L04";"Avalanche";"I";"N";"x";;;
"10722";"2839";"FR7300928";"L05";"Eboulements, glissements de terrain";"I";"N";"x";;;
"53882";"6901";"FR7300936";"A08";"Fertilisation";"O";"L";"-";;;
"64855";"7897";"FR9112007";"C01.05";"Salines";"I";"H";"+";;;
"64856";"7897";"FR9112007";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"64857";"7897";"FR9112007";"K01.02";"Envasement";"I";"M";"-";;;
"64858";"7897";"FR9112007";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"64859";"7897";"FR9112007";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"H";"-";;;
"64860";"7897";"FR9112007";"G02.04";"Circuit, piste";"I";"M";"-";;;
"64861";"7897";"FR9112007";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"M";"-";;;
"64862";"7897";"FR9112007";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"64863";"7897";"FR9112007";"E03";"Décharges";"I";"L";"-";;;
"64864";"7897";"FR9112007";"K01.05";"Salinisation des sols";"B";"M";"-";;;
"64865";"7897";"FR9112007";"H06.01";"Nuisance et pollution sonores";"B";"M";"-";;;
"64866";"7897";"FR9112007";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"M";"-";;;
"64867";"7897";"FR9112007";"E01";"Zones urbanisées, habitations";"B";"M";"-";;;
"64868";"7897";"FR9112007";"K01.04";"Submersion";"I";"M";"-";;;
"64869";"7898";"FR9112008";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"H";"-";;;
"64870";"7898";"FR9112008";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"64871";"7898";"FR9112008";"C01.01.01";"Carrières de sable et graviers";"I";"M";"-";;;
"64872";"7898";"FR9112008";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"64873";"7898";"FR9112008";"E06";"Autres activités d'urbanisation, industrielles ou similaires";"I";"H";"-";;;
"64874";"7898";"FR9112008";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"64875";"7898";"FR9112008";"L09";"Incendie (naturel)";"I";"H";"-";;;
"64876";"7899";"FR9112009";"A04";"Pâturage";"I";"M";"+";;;
"64877";"7899";"FR9112009";"B";"Sylviculture et opérations forestières";"I";"M";"+";;;
"64878";"7899";"FR9112009";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"M";"-";;;
"64879";"7899";"FR9112009";"D01";"Routes, sentiers et voies ferrées";"I";"L";"-";;;
"64880";"7899";"FR9112009";"D02";"Réseaux de communication et de transport de fluides et d'énergie";"I";"H";"-";;;
"64881";"7899";"FR9112009";"E01";"Zones urbanisées, habitations";"I";"L";"x";;;
"64882";"7899";"FR9112009";"E02.03";"Autres zones industrielles / commerciales";"I";"M";"-";;;
"64883";"7899";"FR9112009";"F03.01";"Chasse";"I";"L";"x";;;
"64884";"7899";"FR9112009";"G01.04";"Alpinisme, escalade, spéléologie";"I";"H";"-";;;
"64885";"7900";"FR9112010";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"M";"-";;;
"64886";"7900";"FR9112010";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"M";"-";;;
"64887";"7900";"FR9112010";"D02";"Réseaux de communication et de transport de fluides et d'énergie";"I";"M";"-";;;
"64888";"7900";"FR9112010";"E01";"Zones urbanisées, habitations";"I";"L";"x";;;
"64889";"7900";"FR9112010";"F02.03";"Pêche de loisirs";"I";"L";"x";;;
"64890";"7900";"FR9112010";"F03.01";"Chasse";"I";"L";"x";;;
"64891";"7900";"FR9112010";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"L";"-";;;
"64892";"7900";"FR9112010";"G01.01";"Sports nautiques";"I";"L";"-";;;
"64893";"7900";"FR9112010";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"-";;;
"64894";"7900";"FR9112010";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"+";;;
"64895";"7900";"FR9112010";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"64896";"7900";"FR9112010";"G05";"Autres intrusions et perturbations humaines";"I";"L";"-";;;
"64897";"7900";"FR9112010";"B02";"Gestion des forêts et des plantations & exploitation";"I";"L";"-";;;
"64898";"7900";"FR9112010";"A05.01";"Elevage";"I";"M";"+";;;
"64899";"7900";"FR9112010";"B02.01";"Replantation d'arbres dans une plantation forestière (après éclaircie…)";"I";"L";"+";;;
"64900";"7900";"FR9112010";"A02.02";"Changement de type de culture";"I";"L";"+";;;
"64901";"7901";"FR9112011";"A04";"Pâturage";"I";"H";"+";;;
"64902";"7901";"FR9112011";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"64903";"7901";"FR9112011";"B01";"Plantation forestière en milieu ouvert";"I";"M";"-";;;
"64904";"7901";"FR9112011";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"64905";"7901";"FR9112011";"G01.04";"Alpinisme, escalade, spéléologie";"I";"H";"-";;;
"64906";"7902";"FR9112012";"D02.01";"Lignes électriques et téléphoniques";"I";"H";"-";;;
"64907";"7902";"FR9112012";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"L";"-";;;
"64908";"7902";"FR9112012";"B02.02";"Coupe forestière (éclaircie, coupe rase…)";"I";"L";"-";;;
"64909";"7902";"FR9112012";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"-";;;
"11461";"2904";"FR7200711";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"11462";"2904";"FR7200711";"B02.04";"Elimination des arbres morts ou dépérissants";"I";"N";"x";;;
"11463";"2904";"FR7200711";"D03.02";"Voies de navigation";"I";"N";"x";;;
"11464";"2904";"FR7200711";"F01";"Aquaculture (eau douce et marine)";"I";"N";"x";;;
"11465";"2904";"FR7200711";"F03.01";"Chasse";"I";"N";"x";;;
"11466";"2904";"FR7200711";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"N";"x";;;
"11467";"2904";"FR7200711";"G05.01";"Piétinement, surfréquentation";"I";"N";"x";;;
"11468";"2904";"FR7200711";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"N";"x";;;
"11469";"2904";"FR7200711";"I01";"Espèces exotiques envahissantes";"I";"N";"x";;;
"11470";"2904";"FR7200711";"J02.06";"Captages des eaux de surface";"I";"N";"x";;;
"11471";"2904";"FR7200711";"K01.01";"Erosion";"I";"N";"x";;;
"11472";"2904";"FR7200711";"K04.01";"Compétition (flore)";"I";"N";"x";;;
"11473";"2905";"FR7200712";"B";"Sylviculture et opérations forestières";"B";"N";"x";;;
"11474";"2905";"FR7200712";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"11475";"2905";"FR7200712";"B02.04";"Elimination des arbres morts ou dépérissants";"I";"N";"x";;;
"11476";"2905";"FR7200712";"E01.01";"Urbanisation continue";"O";"N";"x";;;
"11477";"2905";"FR7200712";"F03.01";"Chasse";"I";"N";"x";;;
"11478";"2905";"FR7200712";"G01.01";"Sports nautiques";"O";"N";"x";;;
"11479";"2905";"FR7200712";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"11480";"2905";"FR7200712";"G01.08";"Autres activités de plein air et de loisirs";"I";"N";"x";;;
"11481";"2905";"FR7200712";"G02.08";"Camping, caravanes";"O";"N";"x";;;
"11482";"2905";"FR7200712";"G05";"Autres intrusions et perturbations humaines";"I";"N";"x";;;
"11483";"2905";"FR7200712";"G05.01";"Piétinement, surfréquentation";"I";"N";"x";;;
"11484";"2905";"FR7200712";"K01.01";"Erosion";"I";"N";"x";;;
"11485";"2906";"FR7200713";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"11486";"2906";"FR7200713";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"N";"x";;;
"11487";"2906";"FR7200713";"B02.04";"Elimination des arbres morts ou dépérissants";"I";"N";"x";;;
"11488";"2906";"FR7200713";"D01.02";"Routes, autoroutes";"I";"N";"x";;;
"11489";"2906";"FR7200713";"D04.01";"Aéroports";"I";"N";"x";;;
"11490";"2906";"FR7200713";"F03.01";"Chasse";"I";"N";"x";;;
"11491";"2906";"FR7200713";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"11492";"2906";"FR7200713";"G04.01";"Manœuvres militaires";"I";"N";"x";;;
"11493";"2906";"FR7200713";"G05";"Autres intrusions et perturbations humaines";"I";"N";"x";;;
"11494";"2906";"FR7200713";"H06.01";"Nuisance et pollution sonores";"I";"N";"x";;;
"11495";"2906";"FR7200713";"K01.01";"Erosion";"I";"N";"x";;;
"64910";"7902";"FR9112012";"G01.03";"Véhicules motorisés";"I";"L";"-";;;
"64911";"7902";"FR9112012";"G01.04";"Alpinisme, escalade, spéléologie";"I";"L";"-";;;
"64912";"7902";"FR9112012";"A04";"Pâturage";"I";"H";"+";;;
"64913";"7902";"FR9112012";"F06.01";"Site de reproduction d'oiseaux ou de gibier";"I";"L";"+";;;
"64914";"7902";"FR9112012";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"64915";"7902";"FR9112012";"E01";"Zones urbanisées, habitations";"I";"M";"-";;;
"64916";"7902";"FR9112012";"B06";"Sylvopastoralisme";"I";"M";"+";;;
"64917";"7902";"FR9112012";"F05.04";"Braconnage (ex : tortue marine)";"I";"H";"-";;;
"64918";"7902";"FR9112012";"K03.01";"Compétition (faune)";"I";"M";"-";;;
"64919";"7902";"FR9112012";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"L";"-";;;
"64920";"7902";"FR9112012";"G02.09";"Observation d'animaux sauvages";"I";"L";"-";;;
"64921";"7903";"FR9112013";"F02.03";"Pêche de loisirs";"I";"L";"-";;;
"64922";"7903";"FR9112013";"A11";"Autres activités agricoles";"I";"H";"+";;;
"64923";"7903";"FR9112013";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"L";"-";;;
"64924";"7903";"FR9112013";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"H";"-";;;
"64925";"7903";"FR9112013";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"64926";"7903";"FR9112013";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"11541";"2913";"FR7200785";"D03.01";"Zones portuaires";"I";"N";"x";;;
"11542";"2913";"FR7200785";"D03.02";"Voies de navigation";"I";"N";"x";;;
"11543";"2913";"FR7200785";"E01";"Zones urbanisées, habitations";"I";"N";"x";;;
"11544";"2913";"FR7200785";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"N";"x";;;
"11545";"2913";"FR7200785";"F01";"Aquaculture (eau douce et marine)";"I";"N";"x";;;
"11546";"2913";"FR7200785";"F02.03";"Pêche de loisirs";"I";"N";"x";;;
"11547";"2913";"FR7200785";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"N";"x";;;
"11548";"2913";"FR7200785";"J02.01.02";"Assèchements des zones littorales, des estuaires ou des zones humides";"I";"N";"x";;;
"11549";"2913";"FR7200785";"K01.01";"Erosion";"I";"N";"x";;;
"11550";"2913";"FR7200785";"K01.02";"Envasement";"I";"N";"x";;;
"11551";"2913";"FR7200785";"K03.05";"Antagonisme avec des espèces introduites";"I";"N";"x";;;
"11552";"2913";"FR7200785";"L08";"Inondation (processus naturels)";"I";"N";"x";;;
"64927";"7903";"FR9112013";"L02";"Raz de marée, tsunamis";"I";"H";"-";;;
"64928";"7904";"FR9112014";"A04";"Pâturage";"I";"H";"+";;;
"64929";"7904";"FR9112014";"B";"Sylviculture et opérations forestières";"I";"H";"-";;;
"64930";"7904";"FR9112014";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"H";"-";;;
"64931";"7904";"FR9112014";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"64932";"7905";"FR9112015";"E01";"Zones urbanisées, habitations";"I";"L";"-";;;
"64933";"7905";"FR9112015";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"H";"+";;;
"64934";"7905";"FR9112015";"C01.01";"Extraction de sable et graviers";"I";"M";"-";;;
"64935";"7905";"FR9112015";"D01";"Routes, sentiers et voies ferrées";"I";"M";"-";;;
"64936";"7905";"FR9112015";"F03.01";"Chasse";"I";"L";"+";;;
"64937";"7906";"FR9112016";"J02.04";"Modifications du régime de mise en eau";"I";"H";"-";;;
"64938";"7906";"FR9112016";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"H";"-";;;
"64939";"7906";"FR9112016";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"64940";"7906";"FR9112016";"K01.02";"Envasement";"I";"M";"-";;;
"64941";"7906";"FR9112016";"L08";"Inondation (processus naturels)";"I";"M";"-";;;
"64942";"7906";"FR9112016";"A03.03";"Abandon / Absence de fauche";"I";"L";"-";;;
"64943";"7906";"FR9112016";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"64944";"7906";"FR9112016";"D02.01";"Lignes électriques et téléphoniques";"I";"H";"-";;;
"64945";"7906";"FR9112016";"J02.06";"Captages des eaux de surface";"I";"H";"-";;;
"64946";"7906";"FR9112016";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"L";"-";;;
"64947";"7906";"FR9112016";"A03";"Fauche de prairies";"I";"H";"+";;;
"64948";"7906";"FR9112016";"A04";"Pâturage";"I";"H";"+";;;
"64949";"7906";"FR9112016";"J02.02";"Extraction de sédiments (vase, …)";"I";"M";"+";;;
"64950";"7907";"FR9112017";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"64951";"7907";"FR9112017";"A04";"Pâturage";"I";"M";"+";;;
"64952";"7907";"FR9112017";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"L";"-";;;
"64953";"7907";"FR9112017";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"64954";"7907";"FR9112017";"D06";"Autres formes de transport et de communication";"I";"H";"-";;;
"64955";"7907";"FR9112017";"E01.01";"Urbanisation continue";"I";"H";"-";;;
"64956";"7907";"FR9112017";"F01";"Aquaculture (eau douce et marine)";"I";"L";"x";;;
"64957";"7907";"FR9112017";"F03.01";"Chasse";"I";"M";"x";;;
"64958";"7907";"FR9112017";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"64959";"7907";"FR9112017";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"64960";"7907";"FR9112017";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"64961";"7907";"FR9112017";"K01.01";"Erosion";"I";"M";"-";;;
"64962";"7907";"FR9112017";"K01.02";"Envasement";"I";"H";"-";;;
"64963";"7907";"FR9112017";"K02.02";"Accumulation de matière organique";"I";"M";"-";;;
"64964";"7907";"FR9112017";"K02.03";"Eutrophisation (naturelle)";"I";"H";"-";;;
"64965";"7907";"FR9112017";"K03.05";"Antagonisme avec des espèces introduites";"I";"H";"-";;;
"64966";"7908";"FR9112018";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"H";"-";;;
"64967";"7908";"FR9112018";"D01.04";"Voie ferrée, TGV";"I";"L";"-";;;
"64968";"7908";"FR9112018";"F01";"Aquaculture (eau douce et marine)";"I";"M";"+";;;
"64969";"7908";"FR9112018";"F03.01";"Chasse";"I";"M";"-";;;
"64970";"7908";"FR9112018";"J02.06";"Captages des eaux de surface";"I";"H";"-";;;
"64971";"7908";"FR9112018";"G05";"Autres intrusions et perturbations humaines";"I";"H";"-";;;
"42208";"5747";"FR5400435";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"42209";"5747";"FR5400435";"F03.01";"Chasse";"I";"N";"x";;;
"42210";"5747";"FR5400435";"F04.01";"Pillage de stations floristiques";"I";"N";"x";;;
"64972";"7908";"FR9112018";"E01";"Zones urbanisées, habitations";"O";"H";"-";;;
"64973";"7909";"FR9112019";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"64974";"7909";"FR9112019";"B";"Sylviculture et opérations forestières";"I";"M";"+";;;
"53530";"6865";"FR7200798";"J02.06";"Captages des eaux de surface";"B";"H";"-";;;
"53531";"6865";"FR7200798";"A08";"Fertilisation";"B";"M";"-";;;
"53532";"6865";"FR7200798";"A09";"Irrigation";"B";"M";"-";;;
"53533";"6865";"FR7200798";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"53534";"6865";"FR7200798";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"B";"M";"-";;;
"53535";"6865";"FR7200798";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"M";"-";;;
"53536";"6865";"FR7200798";"J03.01";"Réduction ou perte de caractéristiques d'un habitat";"I";"H";"-";;;
"64975";"7910";"FR9112021";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"M";"-";;;
"64976";"7910";"FR9112021";"A02.01";"Intensification agricole";"I";"H";"-";;;
"64977";"7910";"FR9112021";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"H";"-";;;
"64978";"7910";"FR9112021";"E06.02";"Reconstruction, rénovation de bâtiments";"I";"H";"-";;;
"42211";"5747";"FR5400435";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"42212";"5747";"FR5400435";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"42213";"5747";"FR5400435";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"M";"-";;;
"42214";"5747";"FR5400435";"G01.08";"Autres activités de plein air et de loisirs";"I";"L";"-";;;
"42215";"5747";"FR5400435";"G05.04";"Vandalisme";"I";"L";"-";;;
"64979";"7910";"FR9112021";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"M";"-";;;
"64980";"7910";"FR9112021";"D02.01";"Lignes électriques et téléphoniques";"I";"L";"-";;;
"64981";"7910";"FR9112021";"E06";"Autres activités d'urbanisation, industrielles ou similaires";"I";"M";"-";;;
"53545";"6867";"FR7200803";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"53546";"6867";"FR7200803";"A04";"Pâturage";"I";"H";"+";;;
"53547";"6867";"FR7200803";"A06";"Cultures annuelles ou pérennes";"O";"M";"-";;;
"53548";"6867";"FR7200803";"D01";"Routes, sentiers et voies ferrées";"B";"L";"-";;;
"64982";"7910";"FR9112021";"D01";"Routes, sentiers et voies ferrées";"I";"L";"-";;;
"64983";"7910";"FR9112021";"J02";"Changements des conditions hydrauliques induits par l'homme";"I";"L";"-";;;
"64984";"7910";"FR9112021";"F03";"Chasse et collecte d'animaux sauvages (terrestres)";"I";"L";"-";;;
"64985";"7910";"FR9112021";"K03.01";"Compétition (faune)";"I";"L";"-";;;
"42278";"5753";"FR5400448";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"42279";"5753";"FR5400448";"A03";"Fauche de prairies";"I";"M";"+";;;
"64986";"7910";"FR9112021";"A03.03";"Abandon / Absence de fauche";"I";"H";"-";;;
"64987";"7910";"FR9112021";"C03.03";"Production d'énergie éolienne";"O";"M";"-";;;
"64988";"7911";"FR9112022";"D01.04";"Voie ferrée, TGV";"I";"L";"-";;;
"64989";"7911";"FR9112022";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"64990";"7911";"FR9112022";"D04.01";"Aéroports";"I";"M";"+";;;
"64991";"7911";"FR9112022";"E02";"Zones industrielles ou commerciales";"I";"L";"-";;;
"64992";"7912";"FR9112023";"A04";"Pâturage";"I";"H";"+";;;
"64993";"7912";"FR9112023";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"M";"-";;;
"64994";"7912";"FR9112023";"B";"Sylviculture et opérations forestières";"I";"H";"+";;;
"64995";"7912";"FR9112023";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"H";"-";;;
"64996";"7912";"FR9112023";"E01";"Zones urbanisées, habitations";"I";"M";"-";;;
"64997";"7913";"FR9112024";"B";"Sylviculture et opérations forestières";"I";"M";"-";;;
"64998";"7913";"FR9112024";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"64999";"7913";"FR9112024";"E01";"Zones urbanisées, habitations";"I";"L";"-";;;
"65000";"7913";"FR9112024";"G01.06";"Ski, ski hors-piste";"I";"H";"-";;;
"65001";"7913";"FR9112024";"G02";"Structures de sports et de loisirs";"I";"H";"-";;;
