"PK_CONTACT";"FPK_NATURA";"SITECODE";"NAME";"ADDRESS";"EMAIL";"POST_NAME";"POST_CODE";"PHONE"
"14592";"7685";"FR1110795";"OFFICE NATIONAL DES FORETS- Direction régionale d'Ile-de-France -";"Boulevard de Constance";;"FONTAINEBLEAU";"77300";
"14593";"7685";"FR1110795";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14594";"7686";"FR1112001";;;;;;
"14595";"7686";"FR1112001";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14596";"7686";"FR1112001";"Commune d'Echouboulains";" 3 Place de la Résistance";;"Échouboulains";"77830";
"14597";"7687";"FR1112002";"Association de gestion de la réserve nat urelle de la Bassée (AGRENABA)";"1 rue de l'église ";;"Gouaix";"77114 ";
"14598";"7687";"FR1112002";;;;;;
"14599";"7687";"FR1112002";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14600";"7688";"FR1112003";"Agence des Espaces Verts";"92B Avenue du Général Leclerc,";;"Pantin";"93500";
"14601";"7688";"FR1112003";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14602";"7689";"FR1112011";"PNR Chevreuse";"Château de la Madeleine, Chemin Jean Racine";;"Chevreuse";" 78460 ";
"14603";"7689";"FR1112011";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14604";"7690";"FR1112012";"Agence des Espaces Verts de la Région f'Ile-de-France - Parc naturel régional du Vexin français";"92B Avenue du Général Leclerc,";;"Pantin";" 93500 ";
"14605";"7690";"FR1112012";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14606";"7691";"FR1112013";"Conseil Général de Seine-Saint-DenisAgence des Espaces Verts de la Région Ile-de-France";"Hôtel du Département";;"Bobigny";"93006";
"14607";"7691";"FR1112013";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14612";"7694";"FR2100253";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14613";"7694";"FR2100253";"Syndicat mixte pour l'aménagement et la gestion du PNR de la forêt d'Orient";"Maison du parc";"bonjour@pnrfo.org";"Piney";"10220";
"14617";"7696";"FR2100257";"Ministère de la défense (Armée de Terre)";"Bureau stationnement Environnement Urbanisme - 1 bvd Clemenceau";;"Metz";"57044";
"14618";"7696";"FR2100257";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14619";"7696";"FR2100257";"Conservatoire d'espaces naturels de Champagne-Ardennes";"9, rue Gustave Eiffel";;" Rosières-prés-Troyes";"10430 ";
"14620";"7697";"FR2100262";"CENCA";"9 rue gustave eiffel";;"Troyes";"10430";
"14621";"7697";"FR2100262";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14622";"7698";"FR2100267";"CENCA";"9 rue gustave Eiffel";;"Troyes";"10430";
"14623";"7698";"FR2100267";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14624";"7699";"FR2100268";"CENCA";"9 rue Gustave Eiffel";;"Rosières-près-Troyes";"10430";
"14625";"7699";"FR2100268";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14626";"7700";"FR2100286";"Animateur chargé de mettre en œuvre le document d'objectifs : Commune d'Athis - 51150 ATHIS - tél +33 3 26 57 62 94 - E-mail mairieathis@orange.fr";;"mairieathis@orange.fr";;;
"14627";"7700";"FR2100286";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14630";"7702";"FR2100291";"CENCA";"9 rue gustave eiffel";;"Troyes";"10430";
"14631";"7702";"FR2100291";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14640";"7707";"FR2100311";"Ministère de la défense (Armée de Terre)";"BUreau stationnement Environnement Urbanisme - 1 bvd Clemenceau";;"Metz";"57044";
"14641";"7707";"FR2100311";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14646";"7710";"FR2100320";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14647";"7710";"FR2100320";"Maître d'ouvrage: DDT 52";"82 rue du commandant Hugueny";;"Chaumont";"52903";
"14648";"7711";"FR2100322";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14649";"7711";"FR2100322";"Maître d'ouvrage: DDT 52";"82 rue du commandant Hugueny";;"Chaumont";"52903";
"14654";"7714";"FR2100331";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14655";"7714";"FR2100331";"Communauté de communes de l'Argonne Ardennaise";"rue du chemin salé";;"Vouziers";"10026";
"14658";"7716";"FR2100333";"Animateur chargé de mettre en œuvre le document d'objectifs : Office national de la chasse et de la faune sauvage - Délég. Rég. NE - 41-43 rue de Jouy - F 57160 MOULINS LES METZ - tél +33 3 87 52 14 56 - E-mail dr.nord-est@oncfs.gouv.fr";;"dr.nord-est@oncfs.gouv.fr";;;
"14659";"7716";"FR2100333";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14660";"7717";"FR2100335";"Opérateur du document d'objectifs : Conservatoire du patrimoine naturel de Champagne-Ardenne - Château du Val de Seine - F 10110 BAR SUR SEINE - tél +33 3 25 29 18 60 - E-mail cpnca.10.52@wanadoo.fr";;"cpnca.10.52@wanadoo.fr";;;
"14661";"7717";"FR2100335";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14664";"7719";"FR2100340";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14665";"7719";"FR2100340";"Animateur: Conservatoire d'Espaces naturels de Champagne-Ardenne";"9 rue Gustave Eiffel";;"Rosières-Près-Troyes";"10430";
"14675";"7724";"FR2502001";"Office national des Forêts";"19, Route de Coutances";;"Agneaux";"50180";
"14676";"7724";"FR2502001";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14677";"7725";"FR2502019";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14678";"7725";"FR2502019";"AFB";"Terre Plein de l'Ecluse";;"Granville";"50400";
"14679";"7725";"FR2502019";"CRPMEM";"9 quai Lawton Collins";;"Cherbourg";"50100";
"14680";"7726";"FR2600956";"Communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges ";"2 rue des Halles";"julien.charles@espaces-naturels.fr";"Gevrey-Chambertin";"21220";
"14681";"7726";"FR2600956";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14682";"7727";"FR2600957";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14683";"7727";"FR2600957";"Pays Seine et Tilles en Bourgogne";" 1 pl de l'église";;"Saint-Seine-l’Abbaye";"21440";
"14686";"7729";"FR2600973";"Conservatoire d'Espaces Naturels de Bourgogne pour 320 ha de pelouses et de sites à chauve-souris";"Chemin du Moulin des étangs";;"Fénay";"21600";
"14687";"7729";"FR2600973";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14688";"7729";"FR2600973";"Communauté d'Agglomération de Beaune, Côte et Sud";"14, rue Philippe Trinquet";;"Beaune";"21200";
"14691";"7731";"FR2600975";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14692";"7731";"FR2600975";"Conservatoire d'espaces naturels de Bourgogne";"Chemin du Moulin des étangs";;"Fénay";"21600";
"14695";"7733";"FR2601005";"Communauté d'agglomération Grand Sénonais";"21 bd du 14 juillet";;"Sens";"89105";
"14696";"7733";"FR2601005";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14703";"7737";"FR4100190";"Parc naturel régional des Ballons des vosges";"Maison du Parc - 1 cour de l'Abbaye";;"Munster";"68140";
"14704";"7737";"FR4100190";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14705";"7737";"FR4100190";"CEN Lorraine (pour la partie sous bail emphytéotique)";"3 rue Robert Schuman ";;"Sarrebourg";"57400";
"14714";"7740";"FR4201798";"Communauté d’Agglomération et Ville de Haguenau";"1 place Charles de Gaulle BP 10249 ";;"HAGUENAU CEDEX";"67504 ";
"14715";"7740";"FR4201798";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14718";"7742";"FR4201805";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14719";"7742";"FR4201805";"Parc naturel régional des Ballons des Vosges";"Maison du parc";;"Munster";"68140";
"14720";"7743";"FR4202000";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14721";"7743";"FR4202000";"Conservatoire des sites Alsaciens";"Grosswald";;"Ungersheim";"68190 ";
"14722";"7743";"FR4202000";"ONF direction régionale";"14 Rue du Maréchal Juin";;"Strasbourg";" 67000 ";
"14723";"7743";"FR4202000";"Région Grand Est";"1 place Adrien Zeller";;" BP 91006 Strasbourg ";" 67070";
"14726";"7745";"FR4301283";"En convention avec le PNR : Association des amis du site naturel du lac de REMORAY, TEL (+33) 3 81 69 35 99, FAX (+33) 3 81 69 34 28,";"28 rue de Mouthe";"bruno.tissot@espaces-naturels.fr";"LABERGEMENT SAINTE MARIE";"25160";
"14727";"7745";"FR4301283";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14728";"7745";"FR4301283";"Gestionnaire : Parc Naturel Régional du Haut-Jura";"Maison du Parc du Haut-Jura - 29, L";"p.durlet@parc-haut-jura.fr";"Lajoux";"39310";
"14731";"7747";"FR4301309";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14732";"7747";"FR4301309";"Parc Naturel Régional du Haut-Jura";"maison du parc - 29, le Village";"a-s.vincent@parc-haut-jura.fr;p.durlet@parc-haut-jura.fr";"LAJOUX";"39310";
"14737";"7750";"FR4301342";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14738";"7750";"FR4301342";"Etablissement Public Territorial du Bassin Saône et Doubs ";"220 rue du Km 400";"info@eptb-saone-doubs.fr";"Mâcon";"71000";
"14745";"7754";"FR5310011";"Communauté d'Agglomération de Lannion, Ligue pour la Protection des Oiseaux (LPO).";;;;;
"14746";"7754";"FR5310011";"Lannion trégor Communauté";"1, rue Monge - CS 10761";"stephane.guiguen@lannion-tregor.com";"Lannion";"22307";
"14747";"7754";"FR5310011";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14748";"7755";"FR5310050";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14749";"7755";"FR5310050";"Saint-Brieuc Armor Agglomération";"3 place de la Résistance - CS54403";"adressemail@saintbrieuc-agglo.fr";"Saint-Brieuc";"22044";
"14752";"7757";"FR5310055";;;;;;
"14753";"7757";"FR5310055";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14757";"7759";"FR5310057";"Commune de Fouesnant";"Mairie de Fouesnant CS31073";"geraldine.gaillere@ville-fouesnant.fr";"Fouesnant- Les Glénan";"29170";
"14758";"7759";"FR5310057";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14759";"7760";"FR5310070";"Guingamp Paimpol Armor Argoat Agglomération";"11 Rue de la Trinité";"s.allanioux@gp3a.bzh";"Guingamp";"22200";
"14760";"7760";"FR5310070";;;;;;
"14761";"7760";"FR5310070";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14765";"7762";"FR5310072";"Parc naturel marin d'Iroise";"Pointe des Renards";"cecile.lefeuvre@afbiodiversite.fr";"Le Conquet";"29217";
"14766";"7762";"FR5310072";;;;;;
"14767";"7762";"FR5310072";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14768";"7763";"FR5310073";"Morlaix Communauté ";"2 B Voie d'accès au port - BP 97121";"gwladys.daudin@agglo.morlaix.fr";"Morlaix cedex";"29671";
"14769";"7763";"FR5310073";;;;;;
"14770";"7763";"FR5310073";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14771";"7764";"FR5310074";;;;;;
"14772";"7764";"FR5310074";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14773";"7765";"FR5310086";"ONCFS - Délégation interrégionale Bretagne et Pays de la Loire";"22 rue du commerce";"golfedumorbihan@oncfs.gouv.fr";"VANNES";"56000";
"14774";"7765";"FR5310086";;;;;;
"14775";"7765";"FR5310086";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14776";"7766";"FR5310092";;;;;;
"14777";"7766";"FR5310092";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14778";"7766";"FR5310092";"Parc Naturel Régional du Golfe du Morbihan";"8, boulevard des Îles - CS 50213";"thomas.cosson@golfe-morbihan.bzh";"Vannes cedex";"56006";
"14784";"7769";"FR5310095";"Syndicat des Caps";"16, rue Notre Dame";"sdc.natura2000@wanadoo.fr";"Plévenon";"22240";
"14785";"7769";"FR5310095";;;;;;
"14786";"7769";"FR5310095";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14787";"7770";"FR5312003";"Haut Léon Communauté";"29, rue des Carmes";"dir.environnement@hlc.bzh";"Saint-Pol-de Léon";"29250";
"14788";"7770";"FR5312003";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14789";"7771";"FR5312004";"Parc naturel marin d'Iroise";"Pointe des Renards";"cecile.lefeuvre@afbiodiversite.fr";"Le Conquet";"29217";
"14790";"7771";"FR5312004";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14791";"7772";"FR5312005";"communauté de communes Pays Bigouden Sud";"17, rue Raymonde Folgoas Guillou - BP 82 035";"b.buisson@ccpbs.fr";"Pont L'Abbé";"29122";
"14792";"7772";"FR5312005";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14793";"7773";"FR5312009";;;;;;
"14794";"7773";"FR5312009";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14795";"7773";"FR5312009";"Comité régional des Pêches maritimes et des élevages marins de Bretagne";"1 square Renée Cassin ";"slecerf@bretagne-peches.org";"Rennes";"35700 ";
"14796";"7774";"FR5312010";"Commune de Trégunc";"Mairie de Trégunc BP 10";"Natura2000.trevignon@tregunc.fr";"Trégunc";"29910";
"14797";"7774";"FR5312010";;;;;;
"14798";"7774";"FR5312010";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14799";"7775";"FR5312011";"DREAL Bretagne";"10, rue Maurice Fabre";;"Rennes";"35042";
"14800";"7775";"FR5312011";;;;;;
"14801";"7775";"FR5312011";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14815";"7782";"FR7401129";"CEN Limousin";"6, ruelle du Theil";"ygrugier@conservatoirelimousin.com";"Saint-Gence";"87510 ";
"14816";"7782";"FR7401129";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14817";"7783";"FR7401145";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
