"PK_DESIGR";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"DES_SITE";"OVERLAP";"OVERLAP_P";"NM_SPN";"PARENT_ISO"
"16431";"7946";"FR4301322";"31";"Site inscrit selon la loi de 1930";"SITE INSCRIT DE BAUME-LES-MESSIEURS";"*";"1";;"FRA"
"16432";"7946";"FR4301322";"32";"Site classé selon la loi de 1930";"SITE CLASSE DE BAUME-LES-MESSIEURS";"*";"42";;"FRA"
"16433";"7946";"FR4301322";"32";"Site classé selon la loi de 1930";"VIGNOBLE DU CHATEAU-CHALON";"*";"2";;"FRA"
"16434";"7947";"FR4301334";"31";"Site inscrit selon la loi de 1930";"Hospice d'orgelet";"+";"0";;"FRA"
"16435";"7947";"FR4301334";"31";"Site inscrit selon la loi de 1930";"partie ancienne du village d'arinthod";"+";"0";;"FRA"
"16436";"7947";"FR4301334";"31";"Site inscrit selon la loi de 1930";"Plateforme panoramique de l'ancien chateau d'eau";"+";"0";;"FRA"
"16437";"7948";"FR4301351";"36";"Réserve naturelle nationale";"Grotte de Gravelle";"+";"1";"FR3600110";"FRA"
"16438";"7948";"FR4301351";"36";"Réserve naturelle nationale";"Grotte du Carroussel";"*";"10";"FR3600099";"FRA"
"16439";"7948";"FR4301351";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Falaises et forêts";"/";"0";"FR3800140";"FRA"
"16440";"7948";"FR4301351";"93";"Réserve naturelle régionale";"Grotte de la Baume Noire";"/";"0";;"FRA"
"16469";"7966";"FR8201753";"34";"Parc national, aire d'adhésion";"Ecrins [aire d'adhésion]";"+";"100";"FR3400005";"FRA"
"16470";"7968";"FR8301076";"32";"Site classé selon la loi de 1930";"Massif du Mézenc";"*";"43";;"FRA"
"16471";"7968";"FR8301076";"80";"Parc naturel régional";"Monts d'Ardèche";"*";"73";"FR8000041";"FRA"
"16472";"7968";"FR8301076";"29";"Réserve biologique";"RB MEZENC (DU)";"*";"12";;"FRA"
"16473";"7969";"FR8301084";"80";"Parc naturel régional";"Livradois-Forez";"-";"100";"FR8000019";"FRA"
"16474";"7972";"FR9101369";"34";"Parc national, aire d'adhésion";"Cévennes [aire d'adhésion]";"*";"44";"FR3400004";"FRA"
"16833";"8110";"FR2100249";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Monts de Latrecey";;"5";"FR3800033";"FRA"
"16834";"8120";"FR2100305";"72";"Zone humide protégée par la convention de Ramsar";"Etangs de la Champagne humide";;"100";"FR7200004";"INT"
"16835";"8120";"FR2100305";"80";"Parc naturel régional";"Forêt d'Orient";;"100";"FR8000013";"FRA"
"16836";"8122";"FR2100309";"72";"Zone humide protégée par la convention de Ramsar";"Etangs de la Champagne humide";;"100";"FR7200004";"INT"
"16837";"8122";"FR2100309";"80";"Parc naturel régional";"Forêt d'Orient";;"100";"FR8000013";"FRA"
"16838";"8123";"FR2100312";"80";"Parc naturel régional";"Montagne de Reims";;"100";"FR8000024";"FRA"
"16839";"8125";"FR2100315";"72";"Zone humide protégée par la convention de Ramsar";"Etangs de la Champagne humide";;"100";"FR7200004";"INT"
"16840";"8126";"FR2100317";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Massif forestier de Doulaincourt";;"4";"FR3800024";"FRA"
"16841";"8130";"FR2100334";"51";"Réserve nationale de chasse et de faune sauvage";"LAC DU DER ET ETANGS LATERAUX";;"100";;"FRA"
"16842";"8130";"FR2100334";"72";"Zone humide protégée par la convention de Ramsar";"Etangs de la Champagne humide";;"100";"FR7200004";"INT"
"16843";"8134";"FR2300121";"80";"Parc naturel régional";"Boucles de la Seine normande";"/";"1";"FR8000010";"FRA"
"16844";"8135";"FR2300122";"36";"Réserve naturelle nationale";"Mannevilles";"+";"1";"FR3600122";"FRA"
"16845";"8135";"FR2300122";"37";"Réserve naturelle volontaire";"COURTILS DE BOUQUELON";"+";"0";;"FRA"
"16846";"8135";"FR2300122";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Grotte de la Grande vallée";"+";"0";"FR3800046";"FRA"
"16847";"8135";"FR2300122";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais des litières de Quillebeuf";"+";"0";"FR3800318";"FRA"
"16848";"8135";"FR2300122";"80";"Parc naturel régional";"Boucles de la Seine normande";"*";"100";"FR8000010";"FRA"
"16849";"8136";"FR2300123";"31";"Site inscrit selon la loi de 1930";"Bords de Seine";;;;"FRA"
"16850";"8136";"FR2300123";"31";"Site inscrit selon la loi de 1930";"Boucle d'Anneville";;;;"FRA"
"16851";"8136";"FR2300123";"31";"Site inscrit selon la loi de 1930";"Boucles de la Seine";;;;"FRA"
"16852";"8136";"FR2300123";"32";"Site classé selon la loi de 1930";"Double rangée de hêtres Barre y va";;;;"FRA"
"16853";"8136";"FR2300123";"32";"Site classé selon la loi de 1930";"Ensemble du chateau (de Villequier) et son parc";;;;"FRA"
"16854";"8136";"FR2300123";"32";"Site classé selon la loi de 1930";"Rive droite de la Seine";;;;"FRA"
"16855";"8136";"FR2300123";"37";"Réserve naturelle volontaire";"réserve naturelle volontaire de la côte de la Fontaine";;;;"FRA"
"16856";"8136";"FR2300123";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais de Saint Wandrille";"*";;"FR3800047";"FRA"
"16857";"8136";"FR2300123";"80";"Parc naturel régional";"Boucles de la Seine normande";"*";;"FR8000010";"FRA"
"16858";"8139";"FR2300139";"11";"Terrain acquis par le Conservatoire du Littoral";"FALAISE D'AMONT";"*";"0";"FR1100010";"FRA"
"16859";"8139";"FR2300139";"11";"Terrain acquis par le Conservatoire du Littoral";"VALLEUSE D'ANTIFER";"*";"1";"FR1100009";"FRA"
"16860";"8139";"FR2300139";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Cap d'Ailly";"*";"1";"FR3800319";"FRA"
"16861";"8143";"FR2400537";"37";"Réserve naturelle volontaire";"LA CAVE DES INNOCENTS";"*";"0";;"FRA"
"16862";"8144";"FR2500076";"80";"Parc naturel régional";"Normandie Maine";"-";"100";"FR8000026";"FRA"
"16863";"8145";"FR2500077";"11";"Terrain acquis par le Conservatoire du Littoral";"DUNES DE DRAGEY";"+";"0";"FR1100013";"FRA"
"16864";"8145";"FR2500077";"11";"Terrain acquis par le Conservatoire du Littoral";"POINTE DU GROUIN DU SUD";"*";"0";"FR1100019";"FRA"
"16865";"8145";"FR2500077";"71";"Zone de la Convention du Patrimoine Mondial (UNESCO)";"Le Mont Saint-Michel et sa Baie";;;;"INT"
"16866";"8145";"FR2500077";"72";"Zone humide protégée par la convention de Ramsar";"Baie du Mont Saint Michel";;"100";"FR7200009";"INT"
"16867";"8146";"FR2500080";"11";"Terrain acquis par le Conservatoire du Littoral";"HAVRE DE LA VANLEE";"*";"0";"FR1100020";"FRA"
"16868";"8146";"FR2500080";"11";"Terrain acquis par le Conservatoire du Littoral";"POINTE D'AGON";"+";"1";"FR1100015";"FRA"
"16869";"8147";"FR2500081";"11";"Terrain acquis par le Conservatoire du Littoral";"HAVRE DE LESSAY";"+";"1";"FR1100484";"FRA"
"16870";"8147";"FR2500081";"80";"Parc naturel régional";"Marais du Cotentin et du Bessin";"*";"50";"FR8000021";"FRA"
"16871";"8148";"FR2500082";"11";"Terrain acquis par le Conservatoire du Littoral";"DUNES DE LINBERG";"+";"5";;"FRA"
"16872";"8148";"FR2500082";"11";"Terrain acquis par le Conservatoire du Littoral";"DUNES D'HATAINVILLE";"+";"16";"FR1100021";"FRA"
"16873";"8148";"FR2500082";"11";"Terrain acquis par le Conservatoire du Littoral";"HAVRE DE SURVILLE";"+";"7";"FR1100017";"FRA"
"16874";"8148";"FR2500082";"11";"Terrain acquis par le Conservatoire du Littoral";"LES VERTES FOSSES";"+";"3";;"FRA"
"16875";"8148";"FR2500082";"80";"Parc naturel régional";"Marais du Cotentin et du Bessin";"/";"1";"FR8000021";"FRA"
"16876";"8149";"FR2500088";"11";"Terrain acquis par le Conservatoire du Littoral";"LES VEYS";"+";"1";"FR1100035";"FRA"
"16877";"8149";"FR2500088";"11";"Terrain acquis par le Conservatoire du Littoral";"UTAH BEACH";"*";"0";"FR1100034";"FRA"
"16878";"8149";"FR2500088";"36";"Réserve naturelle nationale";"Domaine de Beauguillot";"+";"2";"FR3600042";"FRA"
"16879";"8149";"FR2500088";"36";"Réserve naturelle nationale";"Marais de la Sangsurière et de l'Adriennerie";"*";"1";"FR3600102";"FRA"
"16880";"8149";"FR2500088";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"MARAIS DE LADRIENNERIE";"*";"0";;"FRA"
"16881";"8149";"FR2500088";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais de Sangsurière; seuil du fil du Gorget";"*";"1";"FR3800071";"FRA"
"16882";"8149";"FR2500088";"69";"Réserve Biogénétique du Conseil de l'Europe";"DOMAINE DE BEAUGUILLOT";"+";"2";;"INT"
"16883";"8149";"FR2500088";"72";"Zone humide protégée par la convention de Ramsar";"Marais du Cotentin et du Bessin, Baie des Veys";"-";"93";"FR7200001";"INT"
"16884";"8149";"FR2500088";"80";"Parc naturel régional";"Marais du Cotentin et du Bessin";;;"FR8000021";"FRA"
"16885";"8150";"FR2500091";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Le fleuve l'Orne, le ruisseau de la Fontaine-aux-Hérons et ses affluents";"*";"2";"FR3800328";"FRA"
"16886";"8150";"FR2500091";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rivière la Baise et ses affluents";"/";"0";"FR3800069";"FRA"
"16887";"8150";"FR2500091";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rivière Rouvre et ses affluents";"*";"2";"FR3800077";"FRA"
"16888";"8152";"FR2500100";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rivière la Cance et ses affluents";"*";"1";"FR3800076";"FRA"
"16889";"8152";"FR2500100";"80";"Parc naturel régional";"Normandie Maine";"*";"82";"FR8000026";"FRA"
"16890";"8153";"FR2500103";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rivière la Touques et ses affluents";"*";"3";"FR3800074";"FRA"
"16891";"8155";"FR2500107";"80";"Parc naturel régional";"Normandie Maine";"*";"42";"FR8000026";"FRA"
"16892";"8160";"FR2600974";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales";;"25";;"FRA"
"16893";"8160";"FR2600974";"31";"Site inscrit selon la loi de 1930";"Site inscrit des roches du Saussois";;"1";;"FRA"
"16894";"8160";"FR2600974";"32";"Site classé selon la loi de 1930";"Site classé des grottes d'Arcy";;"1";;"FRA"
"16895";"8160";"FR2600974";"32";"Site classé selon la loi de 1930";"Site classé du Vézelien ";;"3";;"FRA"
"16896";"8160";"FR2600974";"36";"Réserve naturelle nationale";"Bois du Parc";;"2";"FR3600039";"FRA"
"16897";"8161";"FR2600987";"80";"Parc naturel régional";"Morvan";"-";"100";"FR8000025";"FRA"
"16898";"8162";"FR2600998";"21";"Forêt domaniale";"FD Les Battées et de Pierre Luzière";;"18";;"FRA"
"16899";"8162";"FR2600998";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales soumises";;"20";;"FRA"
"16900";"8163";"FR2601012";"32";"Site classé selon la loi de 1930";"Source, gorges et grotte de la Douix à Darcey";;"1";;"FRA"
"16901";"8163";"FR2601012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Site de reproduction du Faucon pèlerin à Darcey";;"1";;"FRA"
"16902";"8163";"FR2601012";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales soumises";;"9";;"FRA"
"16903";"8163";"FR2601012";"N77";;"Chateau et éperon de Blaisy le Haut";;"1";;
"16904";"8163";"FR2601012";"N77";;"Ruines du château de Duesme";;"1";;
"16905";"8163";"FR2601012";"N77";;"Source de Lefond à Duesme";;"1";;
"16906";"8163";"FR2601012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Site de reproduction du Faucon pèlerin à Flavigny sur Ozerain";;"1";;"FRA"
"16907";"8164";"FR2601016";"31";"Site inscrit selon la loi de 1930";"Maison de ""Bel Air"" et abords à Cluny";"+";"0";;"FRA"
"16908";"8164";"FR2601016";"31";"Site inscrit selon la loi de 1930";"Mont Saint-Romain à Blanot";"*";"0";;"FRA"
"16909";"8164";"FR2601016";"31";"Site inscrit selon la loi de 1930";"Ruines du château de Lourdon à Lournand";"+";"0";;"FRA"
"16910";"8164";"FR2601016";"31";"Site inscrit selon la loi de 1930";"Site de l'Abbaye de Cluny";"+";"0";;"FRA"
"16911";"8164";"FR2601016";"31";"Site inscrit selon la loi de 1930";"Vallée d'Audour";"+";"1";;"FRA"
"16912";"8165";"FR2610004";"32";"Site classé selon la loi de 1930";"Site classé du Bec d'Allier";"*";"15";;"FRA"
"16913";"8165";"FR2610004";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APPB de l'île aux sternes de Nevers";"+";"1";;"FRA"
"16914";"8167";"FR4100161";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Pelouses d'Arnaville, Waville (baux emphytéotiques)";"+";"2";;"FRA"
"16915";"8167";"FR4100161";"80";"Parc naturel régional";"Lorraine";"-";"100";"FR8000020";"FRA"
"16916";"8168";"FR4100166";"21";"Forêt domaniale";"FD 280 ha";;"33";;"FRA"
"16917";"8168";"FR4100166";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC ";;;;"FRA"
"16918";"8168";"FR4100166";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Fort de Liouville";"-";"2";"FR3800336";"FRA"
"16919";"8168";"FR4100166";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Grotte Sainte Lucie";"-";"0";"FR3800338";"FRA"
"16920";"8168";"FR4100166";"80";"Parc naturel régional";"Lorraine";"*";"99";"FR8000020";"FRA"
"16933";"8174";"FR4100219";"80";"Parc naturel régional";"Lorraine";"*";"100";"FR8000020";"FRA"
"16938";"8179";"FR4201797";"21";"Forêt domaniale";"Forêts domaniales de Lauterbourg ";;"2";;"FRA"
"16939";"8179";"FR4201797";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêt communale de Mothern, Munchausen...";;"15";;"FRA"
"16940";"8179";"FR4201797";"29";"Réserve biologique";"RBD d'Offendorf";;"12";;"FRA"
"16941";"8179";"FR4201797";"31";"Site inscrit selon la loi de 1930";"Sites inscrits de l'embouchure de Schoenau-Rhinau";;"16";;"FRA"
"16942";"8179";"FR4201797";"31";"Site inscrit selon la loi de 1930";"Sites inscrits des listes de Kembs, Marckolsheim, 67";;"18";;"FRA"
"16943";"8179";"FR4201797";"36";"Réserve naturelle nationale";"Delta de la Sauer";"+";"2";"FR3600135";"FRA"
"16944";"8179";"FR4201797";"36";"Réserve naturelle nationale";"RN de l'Île de Rohschollen, de l'île de Rhinau";"+";"2";;"FRA"
"16945";"8179";"FR4201797";"36";"Réserve naturelle nationale";"RN d'Erstein, d'Offendorf";"+";"1";;"FRA"
"16946";"8179";"FR4201797";"37";"Réserve naturelle volontaire";"RNVA de l'Illwald et d'Herbsheim";"+";"15";;"FRA"
"16947";"8179";"FR4201797";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB de la roselière de Roeschwoog";"*";"0";;"FRA"
"16948";"8179";"FR4201797";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB du plan d'eau de Plobsheim, de l'étang de Rustloch";"+";"1";;"FRA"
"16949";"8179";"FR4201797";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Cours inférieur de la Moder";"+";"5";"FR3800122";"FRA"
"16950";"8179";"FR4201797";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Héronnière de Beinheim (Ile aux hérons)";"*";"0";"FR3800124";"FRA"
"16951";"8179";"FR4201797";"39";"Forêt de protection";"FP de Daubensand, Erstein...";;"17";;"FRA"
"16952";"8179";"FR4201797";"52";"Réserve de chasse et de faune sauvage d'ACCA";"Réserve de chasse de Marckolsheim à Strasbourg";;"17";;"FRA"
"16953";"8179";"FR4201797";"52";"Réserve de chasse et de faune sauvage d'ACCA";"Réserve de chasse de Strasbourg à Lauterbourg";;"6";;"FRA"
"16954";"8180";"FR4201799";"21";"Forêt domaniale";"FD de la Petite Pierre et de Bouxwiller";;"61";;"FRA"
"16955";"8180";"FR4201799";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales de Dossenheim, Dettwiller, Ernolsheim";;"31";;"FRA"
"16956";"8180";"FR4201799";"24";"Réserve biologique intégrale";"RBF intégrale du vallon de Stampfthal et du Hunebourg";;"1";;"FRA"
"16957";"8180";"FR4201799";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"APB du Rehbach";"+";"1";;"FRA"
"16958";"8180";"FR4201799";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rochers du Geierstein et du Fallenkopf";"+";"2";"FR3800128";"FRA"
"16959";"8180";"FR4201799";"51";"Réserve nationale de chasse et de faune sauvage";"La Petite Pierre";"+";"8";"FR5100005";"FRA"
"16960";"8180";"FR4201799";"68";"Réserve de Biosphère";"Réserve Mondiale de la Biosphère des Vosges du Nord";;"100";;"INT"
"16961";"8180";"FR4201799";"80";"Parc naturel régional";"Vosges du Nord";"-";"100";"FR8000029";"FRA"
"16962";"8181";"FR4201801";"21";"Forêt domaniale";"FD d'Engenthal, du Donon, de Lutzelhouse et de Haslach";;"35";;"FRA"
"16963";"8181";"FR4201801";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales indivise des sept communes";;"50";;"FRA"
"16964";"8181";"FR4201801";"24";"Réserve biologique intégrale";"R.B.D. intégrale de la tourbière de la Maxe";;"0";;"FRA"
"16965";"8181";"FR4201801";"29";"Réserve biologique";"R.B.D. du Massif du Schneeberg-Baerenberg";;"9";;"FRA"
"16966";"8181";"FR4201801";"31";"Site inscrit selon la loi de 1930";"Ruines autour de Nideck";;"2";;"FRA"
"16967";"8182";"FR4201802";"23";"Réserve biologique dirigée";"Champ du Feu";;"88";"FR2300059";"FRA"
"16968";"8182";"FR4201802";"23";"Réserve biologique dirigée";"Réserve biologique domaniale dirigée du Hochfeld";;"5";;"FRA"
"16969";"8182";"FR4201802";"31";"Site inscrit selon la loi de 1930";"Massif des Vosges";;"26";;"FRA"
"16970";"8183";"FR4201803";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales de Dambach-la-Ville, Epfig et Saint-Martin";;"25";;"FRA"
"16971";"8183";"FR4201803";"31";"Site inscrit selon la loi de 1930";"Massif des Vosges";;"84";;"FRA"
"16972";"8184";"FR4201807";"21";"Forêt domaniale";"FD des deux lacs , de Guebwiller, d'Herrenberg";;"7";;"FRA"
"16973";"8184";"FR4201807";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de Metzeral, Munster,...";;"43";;"FRA"
"16974";"8184";"FR4201807";"24";"Réserve biologique intégrale";"RB domaniale forestière intégrale du Klinzkopf...";;"2";;"FRA"
"16975";"8184";"FR4201807";"24";"Réserve biologique intégrale";"Réserve forestière intégrale de la RN Du Frankenthal";"+";"5";;"FRA"
"16976";"8184";"FR4201807";"29";"Réserve biologique";"Réserve Biologique Domaniale des deux lacs, du Storckenkopf";;"2";;"FRA"
"16977";"8184";"FR4201807";"36";"Réserve naturelle nationale";"Réserve Naturelle du Frankenthal-Misseimle";"+";"7";;"FRA"
"16978";"8184";"FR4201807";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La Tête des Faux";"+";"1";"FR3800568";"FRA"
"16979";"8184";"FR4201807";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Langenfeldkopf";"+";"1";"FR3800116";"FRA"
"16980";"8184";"FR4201807";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Le Klintzkopf";"+";"1";"FR3800110";"FRA"
"16981";"8184";"FR4201807";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Partie sommitale du grand Ballon";"+";"0";"FR3800119";"FRA"
"16982";"8184";"FR4201807";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Ronde-tête, Bramont";"+";"1";"FR3800113";"FRA"
