"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"36356";"8209";"FR5200657";"19389";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0";;"B";;"Association 1 : Lemnetum gibbae Miyawaki & J. Tüxen 1960 (L’état de conservation est bon, cependant cet habitat indique un milieu dégradé - eutrophe)   ///   Association : Lemno minusculae - Azolletum filiculoidis Felzines & Loiseau

1991  (Cet habitat d’"
"36357";"8209";"FR5200657";"6021";"2130-2";"Dunes grises des côtes atlantiques";;"0";"C";;"Association 1: Artemisio lloydii - Ephedretum distachyae Géhu & Sissingh in Sissingh 1974 (sur partie centrale du littoral atlantique, sur les massifs dunaires, état de conservation moyen à mauvais en raison des nombreuses pressions subies par cet habitat"
"36358";"8209";"FR5200657";"19392";"1220-1";"Végétation des hauts de cordons de galets";"0";"0,01";"B";;"Association : Crithmo maritimi -

Sonchetum arvensis Bioret 2008 (Ce groupement présente un état de conservation satisfaisant malgré sa faible extension)."
"36359";"8223";"FR5300010";"6669";"1110-2";"Sables moyens dunaires (façade atlantique)";"0,5";"460";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36360";"8223";"FR5300010";"6645";"1140-1";"Sables des hauts de plage à Talitres (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"36361";"8223";"FR5300010";"6645";"1140-3";"Estrans de sable fin (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36362";"8223";"FR5300010";"6647";"1170-1";"La roche supralittorale (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36363";"8223";"FR5300010";"6647";"1170-2";"La roche médiolittorale en mode abrité (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36364";"8223";"FR5300010";"6647";"1170-3";"La roche médiolittorale en mode exposé (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36365";"8223";"FR5300010";"6666";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";"3,83";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36366";"8223";"FR5300010";"6668";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";"3,95";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36367";"8223";"FR5300010";"6647";"1170-5";"La roche infralittorale en mode exposé (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36368";"8223";"FR5300010";"6647";"1170-6";"La roche infralittorale en mode abrité (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36369";"8223";"FR5300010";"6647";"1170-8";"Les cuvettes ou mares permanentes (façade atlantique)";"0,07";"63";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36370";"8223";"FR5300010";"6665";"1160-1";"Vasières infralittorales (façade atlantique)";"3,51";"3200";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36371";"8223";"FR5300010";"6667";"1220-1";"Végétation des hauts de cordons de galets";"0,01";"5,31";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36372";"8223";"FR5300010";"6667";"1220-2";"Végétation des revers internes des cordons de galets";"0,01";"10,47";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36373";"8223";"FR5300010";"6668";"1230-2";"Végétation des fissures des rochers thermo-atlantiques";"0";"1,14";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36374";"8223";"FR5300010";"6669";"1110-3";"Sables grossiers et graviers, bancs de maerl (façade atlantique)";"22,69";"20701";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36375";"8223";"FR5300010";"6645";"1140-2";"Galets et cailloutis des hauts de plages à Orchestia (façade atlantique)";"0";;"C";"Habitats naturels marins (Lepareur F., 2011)";
"36376";"8223";"FR5300010";"6645";"1140-5";"Estrans de sables grossiers et graviers (façade atlantique)";"0";;"B";"Habitats naturels marins (Lepareur F., 2011)";
"36377";"8223";"FR5300010";"6645";"1140-6";"Sédiments hétérogènes envasés (façade atlantique)";"0,05";"47";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36378";"8223";"FR5300010";"6649";"1310-1";"Salicorniaies des bas niveaux (haute slikke atlantique)";"0,05";"46,22";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36379";"8223";"FR5300010";"16342";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0,01";"5,29";"A";;
"36380";"8223";"FR5300010";"6646";"1150-1";"Lagunes en mer à marées (façade atlantique)";"0,01";"9,12";"C";;
"36381";"8223";"FR5300010";"6669";"1110-1";"Sables fins propres et légèrement envasés, herbiers à Zostera marina (façade atlantique)";"0,49";"450";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36382";"8223";"FR5300010";"6666";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0";"2,12";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36383";"8223";"FR5300010";"6651";"1330-1";"Prés salés du bas schorre";"0,02";"14,62";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36384";"8223";"FR5300010";"6651";"1330-2";"Prés salés du schorre moyen";"0,07";"66,15";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36385";"8223";"FR5300010";"6651";"1330-3";"Prés salés du haut schorre";"0,02";"20,89";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36386";"8223";"FR5300010";"6651";"1330-5";"Prairies hautes des niveaux supérieurs atteints par la marée";"0,03";"24,52";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36387";"8223";"FR5300010";"6647";"1170-9";"Les champs de blocs (façade atlantique)";"0,81";"739";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36388";"8223";"FR5300010";"6668";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0,02";"19,49";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36389";"8223";"FR5300010";"6668";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0";"0,46";"A";"Habitats naturels marins (Lepareur F., 2011)";
"36390";"8223";"FR5300010";"6656";"4030-2";"Landes atlantiques littorales sur sol assez profond";"0,01";"10,95";"B";;
"36391";"8223";"FR5300010";"6656";"4030-3";"Landes atlantiques littorales sur sol squelettique";"0";"2,38";"A";;
"36392";"8223";"FR5300010";"6656";"4030-5";"Landes hyperatlantiques subsèches";"0,06";"57,94";"C";;
"36393";"8223";"FR5300010";"6656";"4030-8";"Landes atlantiques fraîches méridionales";"0,01";"10,96";"C";;
"36394";"8223";"FR5300010";"6657";"8220-13";"Falaises eu-atlantiques siliceuses";"0";"0";"C";;
"36395";"8223";"FR5300010";"6662";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0";"C";;
"36396";"8223";"FR5300010";"6662";"6410-7";"Prairies ouvertes acidiphiles atlantiques";"0";"0";"C";;
"36397";"8223";"FR5300010";"6658";"9120-1";"Hêtraies-chênaies collinéennes hyperatlantiques à If et à Houx";"0";"0";"A";;
"36398";"8223";"FR5300010";"6658";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"0";"0";"A";;
"36399";"8223";"FR5300010";"16344";"3120-2";"Pelouses mésohygrophiles oligotrophiques thermo-atlantiques à Isoète épineux et Ophioglosses";"0";"0,52";"A";;
"36400";"8223";"FR5300010";"16346";"6230-6";"Pelouses acidiphiles eu-atlantiques";"0";;"B";;
"36401";"8223";"FR5300010";"16347";"9130-1";"Hêtraies-chênaies à Mélique, If et Houx";"0";;"A";;
"36402";"8223";"FR5300010";"16348";"9180-1";"Ormaies-frênaies de ravin, atlantiques à gouet d’Italie";"0,01";"5,66";"B";;
"36403";"8250";"FR7200749";"17126";"8210-21";"Végétation des rochers calcaires de l'étage montagnard, insensible à l’exposition, des Pyrénées";"0,39";"57";"B";;
"36404";"8250";"FR7200749";"17126";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,1";"15,3";"B";;
"36405";"8250";"FR7200749";"17111";"4090-6";"Landes épineuses pyrénéo-cantabriques";"1,5";"221,59";"C";;
"36406";"8250";"FR7200749";"17118";"6430-9";"Végétation vivace herbacée haute hygrophile des étages montagnard à alpin des Mulgedio-Aconitetea des Pyrénées";"0,69";"102";"C";;
"36407";"8250";"FR7200749";"8190";"4030-1";"Landes ibéro-atlantiques thermophiles";"5,69";"840";"C";;
"36408";"8250";"FR7200749";"17118";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,42";"62";"C";;
"36409";"8250";"FR7200749";"17118";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0,16";"23,2";"C";;
"36410";"8250";"FR7200749";"17118";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,02";"3,3";"C";;
"36411";"8250";"FR7200749";"17118";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"2,09";"309";"C";;
"36412";"8250";"FR7200749";"8192";"7110-1";"Végétation des tourbières hautes actives";"0,12";"17,97";"C";;
"36413";"8250";"FR7200749";"17127";"8230-3";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses des Pyrénées";"0,1";"15,01";"C";;
"36414";"8250";"FR7200749";"8199";"91E0-1";"Saulaies arborescentes à Saule blanc";"0";"0,5";"C";;
"36415";"8250";"FR7200749";"8199";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"2,95";"435";"C";;
"36416";"8250";"FR7200749";"17131";"9150-9";"Hêtraies, hêtraies-sapinières à Seslérie bleue des Pyrénées";"0,65";"96,01";"C";;
"36417";"8250";"FR7200749";"17132";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"1,94";"287";"C";;
"36418";"8250";"FR7200749";"8197";"8130-20";"Éboulis carbonatés collinéens à montagnards des Pyrénées occidentales";"0,05";"7,95";"C";;
"36419";"8250";"FR7200749";"17132";"9180-3";"Ormaies à Orme de montagne et Androsème";"0,43";"63";"C";;
"36420";"8250";"FR7200749";"8196";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,01";"1,79";"C";;
"36421";"8250";"FR7200749";"17126";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0,2";"29";"B";;
"36422";"8250";"FR7200749";"17126";"8210-18";"Falaises calcaires ombragées collinéennes à montagnardes, de la Bourgogne, du Jura, des Préalpes et des Pyrénées centrales";"0,77";"114";"B";;
"36423";"8250";"FR7200749";"8195";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0";"0,01";"A";;
"36424";"8250";"FR7200749";"8189";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,1";"15,31";"C";;
"36425";"8250";"FR7200749";"17113";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"3,47";"512,1";"C";;
"36426";"8250";"FR7200749";"8198";"9120-3";"Hêtraies acidiphiles montagnardes à Houx";"29,37";"4336";"C";;
"36427";"8250";"FR7200749";"17132";"9180-13";"Tillaies sèches à Buis des Pyrénées";"0,3";"45";"C";;
"36428";"8250";"FR7200749";"17116";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"4,59";"678";"C";;
"36429";"8250";"FR7200749";"17117";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0,46";"C";;
"36430";"8250";"FR7200749";"17121";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"1,98";"292";"C";;
"36431";"8250";"FR7200749";"8193";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0";"0,1";"C";;
"36432";"8251";"FR7200750";"17042";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,03";"4,2";"C";;
"36433";"8251";"FR7200750";"17043";"6510-1";"Prairies fauchées thermo-atlantiques méso-hygrophiles du Sud-Ouest";"0,07";"10,2";"C";;
"36434";"8251";"FR7200750";"17043";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"0,26";"40,1";"C";;
"36435";"8251";"FR7200750";"8289";"8210-21";"Végétation des rochers calcaires de l'étage montagnard, insensible à l’exposition, des Pyrénées";"1,12";"172,6";"B";;
"36436";"8251";"FR7200750";"17052";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"0,28";"43,1";"A";;
"36437";"8251";"FR7200750";"17052";"9180-13";"Tillaies sèches à Buis des Pyrénées";"0,22";"33,8";"A";;
"36438";"8251";"FR7200750";"17054";"91E0-1";"Saulaies arborescentes à Saule blanc";"0";"0,33";"C";;
"36439";"8251";"FR7200750";"17054";"91E0-11";"Aulnaies à hautes herbes";"1,15";"177,4";"C";;
"36440";"8251";"FR7200750";"17044";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0,01";"1,49";"C";;
"36441";"8251";"FR7200750";"17047";"8130-15";"Éboulis carbonatés subalpins à alpins à Ibéris spatulé et Renoncule à feuilles de parnassie, des Pyrénées";"0,05";"7,3";"A";;
"36442";"8251";"FR7200750";"8289";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0";"0,02";"B";;
"36443";"8251";"FR7200750";"8289";"8210-14";"Végétation des fissures de rochers ou de pieds de falaises calcaires des étages supraforestiers";"0,22";"33,4";"B";;
"36444";"8251";"FR7200750";"8289";"8210-16";"Végétation des rochers et gélifracts suintants, des étages montagnards à subalpins, des Pyrénées";"0,15";"22,5";"B";;
"36445";"8251";"FR7200750";"8289";"8210-18";"Falaises calcaires ombragées collinéennes à montagnardes, de la Bourgogne, du Jura, des Préalpes et des Pyrénées centrales";"0,32";"49";"B";;
"36446";"8251";"FR7200750";"8282";"4060-4";"Landes subalpines acidiphiles hautes à Rhododendron ferrugineux";"0,02";"3,3";"C";;
"36447";"8251";"FR7200750";"8282";"4060-7";"Landes subalpines secondaires des soulanes des Pyrénées";"0,37";"56,59";"C";;
"36448";"8251";"FR7200750";"17036";"4090-6";"Landes épineuses pyrénéo-cantabriques";"2,84";"436,12";"B";;
"36449";"8251";"FR7200750";"17037";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0,53";"81,43";"C";;
"36450";"8251";"FR7200750";"17039";"6140-1";"Pelouses acidiphiles et mésophiles pyrénéennes denses à gispet";"0,21";"32,87";"C";;
"36451";"8251";"FR7200750";"17043";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,21";"32,4";"C";;
"36452";"8251";"FR7200750";"8289";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,01";"2";"B";;
"36453";"8251";"FR7200750";"17050";"9120-3";"Hêtraies acidiphiles montagnardes à Houx";"20,4";"3134,5";"B";;
"36454";"8251";"FR7200750";"17051";"9150-9";"Hêtraies, hêtraies-sapinières à Seslérie bleue des Pyrénées";"1,75";"269,47";"C";;
"36455";"8251";"FR7200750";"17052";"9180-3";"Ormaies à Orme de montagne et Androsème";"1,97";"302";"A";;
"36456";"8251";"FR7200750";"8284";"6170-14";"Pelouses calcicoles orophiles sèches des Pyrénées";"1,46";"223,6";"C";;
"36457";"8251";"FR7200750";"8284";"6170-3";"Pelouses calcicoles orophiles méso-hygrophiles des Pyrénées";"2,94";"452";"C";;
"36458";"8251";"FR7200750";"17040";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"4,42";"678,28";"C";;
"36459";"8251";"FR7200750";"17041";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,03";"5,3";"C";;
"36460";"8251";"FR7200750";"17041";"6410-10";"Prés humides acidiphiles thermo-atlantiques sur sol à assèchement estival";"0,01";"1,3";"C";;
"36461";"8251";"FR7200750";"17047";"8130-3";"Éboulis carbonatés montagnards à subalpins à Cirse glabre, des Pyrénées";"0,35";"54,2";"A";;
"36462";"8251";"FR7200750";"8287";"7220-1";"Communautés des sources et suintements carbonatés";"0,12";"17,82";"C";;
"36463";"8251";"FR7200750";"8288";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,08";"12,08";"C";;
"36464";"8251";"FR7200750";"17045";"8110-6";"Éboulis siliceux montagnards à subalpins frais des Pyrénées";"0,01";"1,02";;;
"36465";"8251";"FR7200750";"8281";"4030-1";"Landes ibéro-atlantiques thermophiles";"4,6";"707";"C";;
"36466";"8251";"FR7200750";"8281";"4030-6";"Landes atlantiques sèches méridionales";"0,01";"1";"C";;
"36467";"8251";"FR7200750";"8284";"6170-5";"Landines des corniches et pentes calcaires fraîches des Pyrénées";"0,74";"113,6";"C";;
"36468";"8251";"FR7200750";"8285";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"5,77";"887";"C";;
"36469";"8251";"FR7200750";"8285";"6230-15";"Pelouses acidiphiles montagnardes des Pyrénées";"2,28";"350";"C";;
"36470";"8251";"FR7200750";"17042";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,12";"19";"C";;
"36471";"8251";"FR7200750";"17042";"6430-2";"Mégaphorbiaies mésotrophes montagnardes";"0,42";"64,9";"C";;
"36472";"8251";"FR7200750";"17042";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0,15";"23,3";"C";;
"36473";"8251";"FR7200750";"17042";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"1,09";"167";"C";;
"36474";"8251";"FR7200750";"17042";"6430-9";"Végétation vivace herbacée haute hygrophile des étages montagnard à alpin des Mulgedio-Aconitetea des Pyrénées";"0,54";"83";"C";;
"36475";"8251";"FR7200750";"8286";"7110-1";"Végétation des tourbières hautes actives";"0,06";"9,54";"B";;
"36476";"8251";"FR7200750";"17046";"8120-6";"Éboulis calcaires montagnards à subalpins à éléments moyens et gros des Pyrénées";"0,14";"20,97";"A";;
"36477";"8251";"FR7200750";"17047";"8130-20";"Éboulis carbonatés collinéens à montagnards des Pyrénées occidentales";"0,01";"1,1";"A";;
